title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Nope,movie,"Horror, Mystery, Sci-Fi",2022,tt10954984,6.8,292048,US
Midnight in the Switchgrass,movie,"Crime, Mystery, Thriller",2021,tt11656220,4.6,10546,IN
Hellraiser,movie,"Horror, Mystery, Thriller",2022,tt0887261,5.9,51540,"AT, CH, DE, FR"
Day of the Dead: Bloodline,movie,"Action, Drama, Horror",2017,tt3053228,3.5,12672,"AR, BR, CL, CO, MX"
A New Diva's Christmas Carol,movie,Comedy,2022,tt23101288,5.4,182,AU
Destroy All Neighbors,movie,"Comedy, Horror",2024,tt7884368,5.3,1951,"AU, CA, US"
The Summit,movie,Documentary,2012,tt2363471,6.8,5529,"CA, US"
Aurora Teagarden Mysteries: Til Death Do Us Part,movie,Mystery,2021,tt13870774,7.1,858,US
Wild Canaries,movie,"Comedy, Crime, Drama",2014,tt2800400,5.9,532,CA
Like Someone in Love,movie,Drama,2012,tt1843287,7,13353,US
Precious Cargo,movie,"Action, Comedy, Thriller",2016,tt4651410,4.6,10038,"AR, BR, CL, CO, MX"
Bill & Ted Face the Music,movie,"Adventure, Comedy, Music",2020,tt1086064,5.9,54286,"CL, CO, MX"
A Queen Is Crowned,movie,"Documentary, History",1953,tt0046222,6.8,186,US
The Velvet Underground,movie,"Documentary, Music",2021,tt7230750,7.3,5665,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
BlackBerry,movie,"Biography, Comedy, Drama",2023,tt21867434,7.3,53278,"AT, AU, CH, DE, FR, GB, IE, IT, US"
Lux Æterna,movie,"Drama, Thriller",2019,tt10272534,6.2,7980,"CA, US"
Terrifier,movie,"Horror, Thriller",2016,tt4281724,5.5,79311,"AU, GB, IE"
Frances Ha,movie,"Comedy, Drama, Romance",2012,tt2347569,7.4,97287,"CA, GB, US"
Sleep,movie,"Horror, Mystery, Thriller",2023,tt8209702,6.6,5078,GB
The Black Phone,movie,"Horror, Mystery, Thriller",2021,tt7144666,6.9,219147,"AU, US"
Mantralaya Mahatme,movie,History,1966,tt14539462,8.7,26,US
Daddy Longlegs,movie,"Comedy, Drama",2009,tt1426362,6.9,3088,"CA, US"
Chandavalliya Tota,movie,"Drama, Family",1964,tt1408918,8.8,22,"IN, US"
The Father,movie,"Drama, Mystery",2020,tt10272386,8.2,206544,"IN, US"
Reagan,movie,"Biography, Documentary",2011,tt1822382,7.4,893,US
Mission Tiger,movie,Adventure,2016,tt5876392,5.6,13,IN
The Beekeeper,movie,"Action, Crime, Thriller",2024,tt15314262,6.3,146183,IN
Beast,movie,"Action, Adventure, Drama",2022,tt13223398,5.6,45264,"AU, US"
Red Rooms,movie,"Crime, Horror, Mystery",2023,tt22207786,7.1,10037,GB
Fresh,movie,"Horror, Thriller",2022,tt13403046,6.7,82167,US
Populaire,movie,"Comedy, Romance, Sport",2012,tt2070776,6.8,12923,DE
Arthur the King,movie,"Adventure, Drama, Sport",2024,tt10720352,7,31840,"IN, US"
Fathom,movie,Documentary,2021,tt13622130,5.6,694,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
Talk to Me,movie,"Horror, Thriller",2022,tt10638522,7.1,173945,US
Transformers: Rise of the Beasts,movie,"Action, Adventure, Sci-Fi",2023,tt5090568,6,117265,"AT, AU, CH, DE, FR, GB, IE, IT, US"
Demolition,movie,"Comedy, Drama",2015,tt1172049,7,118958,IN
Holiday Crashers,movie,Comedy,2024,tt32011999,6.3,1102,US
Enter the Warriors Gate,movie,"Action, Adventure, Comedy",2016,tt4652532,5.4,5809,"AR, BR, CL, CO, IN, MX"
Falling in Love with the Girl Next Door,movie,Comedy,2006,tt0453486,5.8,729,US
The Equalizer,movie,"Action, Crime, Thriller",2014,tt0455944,7.3,437736,CA
Finestkind,movie,"Crime, Drama, Thriller",2023,tt7991508,6.1,10505,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Scare Package,movie,"Comedy, Drama, Fantasy",2019,tt7521214,5.4,5307,"AU, CA, US"
Arrival,movie,"Drama, Mystery, Sci-Fi",2016,tt2543164,7.9,801918,"CA, US"
Stronger,movie,"Biography, Drama",2017,tt3881784,6.9,50961,"DE, IN, US"
Central Intelligence,movie,"Action, Comedy, Crime",2016,tt1489889,6.3,222205,AU
Def by Temptation,movie,Horror,1990,tt0099395,5.2,2564,"AU, CA, US"
The Makeover,movie,Comedy,2013,tt2377132,5.7,3376,US
The Perfect Game,movie,"Comedy, Drama, Family",2009,tt0473102,6.9,4323,US
R.I.P.D.,movie,"Action, Adventure, Comedy",2013,tt0790736,5.6,146994,AU
Calendar,movie,Drama,2009,tt1447777,4.1,71,"IN, US"
Divergent,movie,"Action, Adventure, Mystery",2014,tt1840309,6.6,500282,"BR, CL, CO, MX, US"
The Divergent Series: Insurgent,movie,"Action, Adventure, Sci-Fi",2015,tt2908446,6.2,261408,"BR, CL, CO, MX, US"
Allegiant,movie,"Action, Adventure, Mystery",2016,tt3410834,5.7,138900,"BR, CL, CO, MX, US"
Bheemaa,movie,"Action, Crime",2008,tt1034431,5.7,1143,US
Peanuts in Space: Secrets of Apollo 10,movie,"Animation, Family, History",2019,tt10238966,6.5,197,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
Sir Alex Ferguson: Never Give In,movie,"Biography, Documentary, Sport",2021,tt8999372,8.1,6298,US
Boy Kills World,movie,"Action, Crime, Thriller",2023,tt13923084,6.4,32062,IN
Blood for Dust,movie,"Action, Crime, Thriller",2023,tt10669888,5.2,1946,IN
Venom: Let There Be Carnage,movie,"Action, Sci-Fi, Thriller",2021,tt7097896,5.9,279952,US
The Truth,movie,"Comedy, Drama",2019,tt8323120,6.5,8239,"CA, US"
Death Rides a Horse,movie,"Drama, Western",1967,tt0064208,7,9934,"CL, CO, MX"
Older Than America,movie,Drama,2008,tt0932669,5.3,1235,US
My Gun Is Quick,movie,"Crime, Drama, Mystery",1957,tt0050737,6.1,783,US
What Can I Do with a Male Nude?,movie,Short,1985,tt0073888,5.2,101,GB
Warriors of Virtue,movie,"Action, Adventure, Fantasy",1997,tt0120479,4.7,3635,US
Tinker Tailor Soldier Spy,movie,"Drama, Mystery, Thriller",2011,tt1340800,7,217546,"AU, DE"
Aap Mujhe Achche Lagne Lage,movie,"Action, Drama, Romance",2002,tt0247911,3.1,2818,IN
The Change-Up,movie,"Comedy, Fantasy",2011,tt1488555,6.3,199747,AU
Man of Steel,movie,"Action, Adventure, Sci-Fi",2013,tt0770828,7.1,827417,CA
Man on a Ledge,movie,"Action, Crime, Thriller",2012,tt1568338,6.6,159958,"BR, CL, CO, MX"
The Lawless Frontier,movie,"Drama, Western",1934,tt0025373,5.1,1175,US
The Tragedy of Coriolanus,movie,"Drama, History",1984,tt0086467,7.4,142,"CA, US"
Dream Home,movie,Horror,2010,tt1407972,6.6,6012,"CA, US"
Bad Moon,movie,"Horror, Thriller",1996,tt0115610,5.8,8793,"CA, US"
I Saw the Devil,movie,"Action, Thriller",2010,tt1588170,7.8,152923,"AU, GB"
The Browning Version,movie,Drama,1994,tt0109340,7.2,3658,"AT, CH, DE, FR, GB, IE, IT"
Your Past Is Showing,movie,Comedy,1957,tt0050749,6.8,2079,US
Love's Unfolding Dream,movie,"Drama, Family, Western",2007,tt0960143,6.9,1479,US
Thieves,movie,"Crime, Drama, Romance",1996,tt0118100,6.7,2318,DE
Primal,movie,"Adventure, Horror, Sci-Fi",2010,tt1438534,4.8,6492,CA
Traps,movie,"Comedy, Drama",1998,tt0145334,6.3,511,GB
My Twentieth Century,movie,"Comedy, Drama, Sci-Fi",1989,tt0096863,7,2071,GB
The Man from Planet X,movie,"Horror, Romance, Sci-Fi",1951,tt0043778,5.7,3200,US
Foreign Intrigue,movie,"Crime, Drama, Mystery",1956,tt0049224,6,1500,US
Burke and Hare,movie,"Comedy, Crime, History",2010,tt1320239,6.1,21600,US
From Prada to Nada,movie,"Action, Comedy, Drama",2011,tt0893412,5.5,15847,"BR, CL, CO, MX"
Crack House,movie,"Action, Crime, Drama",1989,tt0097119,5.5,507,US
The Lincoln Lawyer,movie,"Crime, Drama, Mystery",2011,tt1189340,7.3,259913,US
Black Sunday,movie,"Adventure, Crime, Drama",1977,tt0075765,6.8,9346,US
The Orgasm Diaries,movie,"Drama, Romance",2010,tt1468313,4.7,1067,US
What I Did for Love,movie,"Drama, Romance",2006,tt0829317,5.6,618,US
Angel in the Family,movie,"Drama, Fantasy",2004,tt0403120,5.8,611,US
The Twilight Saga: Breaking Dawn - Part 1,movie,"Adventure, Drama, Fantasy",2011,tt1324999,4.9,260233,"BR, CL, CO, MX, US"
The Twilight Saga: Breaking Dawn - Part 2,movie,"Adventure, Drama, Fantasy",2012,tt1673434,5.6,268900,"BR, CL, CO, MX"
Willi und die Windzors,movie,Comedy,1996,tt0118171,5.8,220,DE
A Nanny for Christmas,movie,Comedy,2010,tt1572008,5.3,1904,US
South of Pico,movie,Drama,2007,tt0478273,5.5,481,US
Eyes of an Angel,movie,Drama,1991,tt0101844,5.2,1394,US
"Silent Night, Deadly Night Part 2",movie,"Horror, Thriller",1987,tt0093974,3.9,9623,"AU, CA, US"
The Beaver,movie,Drama,2011,tt1321860,6.6,51266,IN
The Little Soldier,movie,"Drama, War",1963,tt0054177,7.1,8346,DE
Carlos Mencia: No Strings Attached,movie,"Comedy, Documentary",2006,tt0783489,5.6,560,US
Below Utopia,movie,"Drama, Thriller",1997,tt0118696,4.9,1277,US
Martha Marcy May Marlene,movie,"Drama, Mystery, Thriller",2011,tt1441326,6.8,56760,US
Wrecked,movie,"Adventure, Drama, Mystery",2010,tt1316622,5.3,17099,"AR, BR, CL, CO, MX"
Margin Call,movie,"Drama, Thriller",2011,tt1615147,7.1,150182,US
5th Annual End of the World Tour,movie,"Comedy, Documentary",2007,tt1237372,7.8,188,US
The Great Scout & Cathouse Thursday,movie,"Comedy, Western",1976,tt0074588,6.1,1756,US
Loch Ness,movie,"Adventure, Drama, Fantasy",1996,tt0113682,5.5,5024,"BR, CL, CO, MX"
Annie's Point,movie,Drama,2005,tt0441733,6.8,394,US
Thirst,movie,Drama,1949,tt0041998,6.5,2944,DE
According to Spencer,movie,"Comedy, Drama, Romance",2001,tt0272440,4.5,743,US
Kill the Irishman,movie,"Action, Biography, Crime",2011,tt1416801,7,52556,US
Alabama Moon,movie,"Drama, Family",2009,tt1300155,6.4,1774,US
Gun,movie,"Action, Crime, Thriller",2010,tt1560954,3.8,3984,US
Mrs. Worthington's Party,movie,Drama,2007,tt1109499,6,744,US
Wheel of Time,movie,Documentary,2003,tt0331080,7.1,2799,DE
No One Knows About Persian Cats,movie,"Drama, Music",2009,tt1426378,7.1,7552,US
Santa's Apprentice,movie,"Animation, Comedy, Family",2010,tt1754455,6.3,574,US
Mean Girls 2,movie,"Comedy, Drama",2011,tt1679235,4.1,26406,"AR, AT, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
Fast Five,movie,"Action, Crime, Thriller",2011,tt1596343,7.3,416248,AU
Ek Khiladi Ek Haseena,movie,"Crime, Thriller",2005,tt0461209,5.7,679,IN
All Around Us,movie,Drama,2008,tt1245489,7.5,921,US
Across the Line: The Exodus of Charlie Wright,movie,"Action, Adventure, Crime",2010,tt1663193,5.2,1533,"AR, BR, CL, CO, MX"
A Golden Christmas,movie,"Comedy, Drama, Family",2009,tt1489248,5.5,1423,US
Accomplices,movie,"Crime, Romance",2009,tt1292644,6.6,1145,US
Limitless,movie,"Sci-Fi, Thriller",2011,tt1219289,7.4,624133,CA
"Happy New Year, Charlie Brown",movie,"Animation, Comedy, Family",1985,tt0123099,7.2,2088,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
Romantics Anonymous,movie,"Comedy, Romance",2010,tt1565958,6.8,12212,FR
The Deep Blue Sea,movie,"Drama, Romance",2011,tt1700844,6.2,16973,AU
No Name on the Bullet,movie,Western,1959,tt0052002,7.2,3228,US
Perfect Sense,movie,"Drama, Romance, Sci-Fi",2011,tt1439572,7,65076,"CA, US"
Don't Let Me Drown,movie,"Drama, Romance",2009,tt0760166,6.5,439,US
Healing Hands,movie,Family,2010,tt1455270,5.5,367,US
Nothing to Declare,movie,Comedy,2010,tt1528313,6.4,15553,DE
Loving Leah,movie,"Drama, Romance",2009,tt1346983,7.1,3761,US
Julia's Eyes,movie,"Horror, Mystery, Thriller",2010,tt1512685,6.7,38089,"CA, US"
Candles on Bay Street,movie,Drama,2006,tt0869019,6.5,1204,US
The Long Shot,movie,Drama,2004,tt0385638,6.5,653,US
Fear,movie,"Mystery, Thriller",1990,tt0099557,5.9,1476,US
The Other Woman,movie,Drama,2009,tt1032825,6.3,19976,"CA, US"
Mariages!,movie,"Comedy, Drama",2004,tt0388242,5.6,1218,FR
Stagecoach Outlaws,movie,Western,1945,tt0038113,6.4,113,US
Switchblade Sisters,movie,"Action, Crime, Drama",1975,tt0073778,6.5,4442,CA
The Foul King,movie,"Comedy, Sport",2000,tt0261552,6.9,2418,GB
The Crime of Monsieur Lange,movie,"Comedy, Crime, Drama",1936,tt0027478,7.3,3788,DE
Horus: Prince of the Sun,movie,"Action, Adventure, Animation",1968,tt0063668,6.5,2589,US
November Christmas,movie,Drama,2010,tt1708658,7.5,2226,US
Lights of Old Santa Fe,movie,Western,1944,tt0037018,6,255,US
Blackie the Pirate,movie,"Action, Adventure, Comedy",1971,tt0066950,5.2,2308,DE
Undertow,movie,"Drama, Fantasy, Romance",2009,tt1368491,7.7,7301,GB
Toast,movie,"Biography, Comedy, Drama",2010,tt1658851,6.5,10780,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
A Child's Christmases in Wales,movie,Comedy,2009,tt1590844,7.3,178,CA
My Favorite Season,movie,"Drama, Romance",1993,tt0107471,6.9,2266,"AT, CH, DE, FR"
"It's Not Me, It's Him",movie,Comedy,1980,tt0078923,5.5,773,DE
Sabata,movie,"Action, Drama, Western",1969,tt0064916,6.7,5899,"BR, CL, CO, MX"
Club Las Piranjas,movie,Comedy,1995,tt0112695,6.9,777,DE
Wanda Sykes: Tongue Untied,movie,"Comedy, Documentary",2003,tt0391525,6.8,251,"AU, US"
Ghost of Dragstrip Hollow,movie,"Comedy, Horror",1959,tt0052844,4.7,793,US
Henry's Crime,movie,"Comedy, Crime, Drama",2010,tt1220888,5.9,21735,IN
Morgiana,movie,"Crime, Drama, Horror",1972,tt0124012,7.2,1681,GB
The Return of Dracula,movie,"Drama, Horror, Mystery",1958,tt0052131,5.7,1625,US
Lessons of Darkness,movie,"Documentary, War",1992,tt0104706,8,7020,DE
Sex Is Comedy,movie,"Comedy, Drama, Romance",2002,tt0304678,5.6,3120,GB
Khichdi: The Movie,movie,"Comedy, Family",2010,tt1738293,7.3,3138,US
Sau Nummer vier. Ein Niederbayernkrimi,movie,Crime,2010,tt1670698,6.5,129,DE
The Kreutzer Sonata,movie,Drama,2008,tt1172063,5.6,409,GB
Sarah's Key,movie,"Drama, War",2010,tt1668200,7.5,18144,DE
The Sandman and the Lost Sand of Dreams,movie,"Adventure, Animation, Comedy",2010,tt1442223,5.7,156,US
Pajama Party,movie,"Comedy, Musical, Romance",1964,tt0058440,4.9,1349,US
The Man from Utah,movie,"Drama, Western",1934,tt0025455,5.1,1305,US
The Desert Trail,movie,Western,1935,tt0026273,5.2,1071,US
A Kiss Before Dying,movie,"Crime, Film-Noir, Mystery",1956,tt0049414,6.7,4529,US
Cruise of the Gods,movie,"Comedy, Drama",2002,tt0346806,6.5,619,"CA, US"
No Problem,movie,"Action, Comedy, Crime",2010,tt1431122,4.5,3103,"IN, US"
The Dawn Rider,movie,"Drama, Western",1935,tt0026267,5.1,1360,US
Blue Steel,movie,"Drama, Western",1934,tt0024902,5.3,1816,US
'Neath the Arizona Skies,movie,"Drama, Western",1934,tt0024805,5,1180,US
Amazing Grace,movie,Comedy,1974,tt0071130,5.7,299,US
Kuruvi,movie,"Action, Comedy, Drama",2008,tt1228931,4.3,5117,US
Anjathe,movie,"Action, Drama, Thriller",2008,tt1922545,8.1,2532,US
The Monster That Challenged the World,movie,"Horror, Sci-Fi, Thriller",1957,tt0050722,5.7,3291,US
La matassa,movie,"Comedy, Crime",2009,tt1409836,6.4,1529,IT
Star Kid,movie,"Adventure, Family, Sci-Fi",1997,tt0120478,5.3,3171,US
The Visitor,movie,"Horror, Sci-Fi",1979,tt0080100,5.2,4736,CA
Choose,movie,"Crime, Drama, Horror",2011,tt1325723,4.7,4669,"CA, US"
Star Trek Into Darkness,movie,"Action, Adventure, Sci-Fi",2013,tt1408101,7.7,501896,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
The Boys Next Door,movie,"Comedy, Drama",1996,tt0115743,7.2,546,US
TN 07 AL 4777,movie,Drama,2009,,,,"AU, IN, US"
The Blackwater Lightship,movie,Drama,2004,tt0377524,6.8,417,US
The Big Bang,movie,"Action, Crime, Mystery",2010,tt1307873,5.4,7473,US
Notte prima degli esami - Oggi,movie,Comedy,2007,tt0814380,5.2,2438,IT
Denis Leary & Friends Presents: Douchbags & Donuts,movie,Comedy,2011,tt1980085,6.4,174,US
Saroja,movie,"Adventure, Comedy, Crime",2008,tt1308015,7.1,1574,IN
Sinbad: The Fifth Voyage,movie,"Action, Adventure, Fantasy",2014,tt1403862,3.5,3171,IN
The Last Cowboy,movie,"Drama, Western",2003,tt0325706,6.2,718,US
Septien,movie,"Comedy, Drama, Mystery",2011,tt1763280,5.9,619,CA
The Presence,movie,"Horror, Thriller",2010,tt1298594,4.4,3565,US
Thicker Than Water,movie,Drama,2005,tt0433649,6.3,610,US
Night Ambush,movie,"Action, Adventure, Drama",1957,tt0049357,6.5,2072,US
The Green Ray,movie,"Drama, Romance",1986,tt0091830,7.6,11005,"DE, GB"
Ground Control,movie,"Action, Adventure, Drama",1998,tt0137799,5.7,2775,US
Daud: Fun on the Run,movie,"Action, Adventure, Comedy",1997,tt0118931,5.9,1237,"AU, IN, US"
I'll Come Running,movie,"Drama, Romance",2008,tt0850674,6.5,379,US
Triggerman,movie,"Comedy, Drama, Western",2009,tt1663333,5.5,760,DE
Mickybo and Me,movie,"Comedy, Drama",2004,tt0388154,7.2,2503,"AT, CH, DE, FR"
Invitation to a Gunfighter,movie,Western,1964,tt0058238,6.3,2444,US
The Retrievers,movie,"Comedy, Family",2001,tt0284431,5,474,US
Fallen Angel,movie,"Drama, Romance",2003,tt0357648,7,1501,US
Beginners,movie,"Comedy, Drama, Romance",2010,tt1532503,7.2,95620,CA
The Thief of Paris,movie,"Crime, Drama",1967,tt0062457,6.8,2393,DE
Madea's Big Happy Family,movie,Comedy,2010,tt1647476,4.7,1276,US
One Missed Call 3: Final,movie,"Horror, Mystery",2006,tt0978797,4.9,2312,"CA, US"
Piñero,movie,"Biography, Drama",2001,tt0261066,6.2,1420,US
Rosa Luxemburg,movie,"Biography, Drama, History",1986,tt0091869,6.9,1990,DE
Fata Morgana,movie,"Documentary, Drama",1971,tt0067085,6.7,4183,"DE, GB"
Opposite Day,movie,"Comedy, Family",2009,tt1090674,3.8,1084,US
Silver Bells,movie,"Drama, Family",2005,tt0457477,6.4,1407,US
A Personal Journey with Martin Scorsese Through American Movies,movie,"Biography, Documentary, History",1995,tt0112120,8.5,5190,GB
Pictures of Hollis Woods,movie,Drama,2007,tt1057512,7.3,1195,US
A Better Life,movie,"Drama, Romance",2011,tt1554091,7.2,16749,IN
Bridesmaids,movie,Comedy,2011,tt1478338,6.8,314972,AU
Single Santa Seeks Mrs. Claus,movie,"Comedy, Family, Fantasy",2004,tt0413900,5.8,1633,US
Sweeney!,movie,"Action, Crime, Drama",1977,tt0076788,6.7,1669,AU
Grizzly,movie,"Adventure, Horror, Thriller",1976,tt0074593,5.2,6236,CA
Easan,movie,Drama,2010,tt4322022,6.6,158,US
Mynaa,movie,"Action, Romance",2010,tt1841762,7.4,1122,US
Seven Dials Mystery,movie,"Adventure, Mystery, Romance",1981,tt0086287,6.6,868,"AU, CA, US"
Cold Weather,movie,"Comedy, Drama, Mystery",2010,tt1497874,6.1,2408,CA
Aadhavan,movie,"Action, Comedy",2009,tt1483820,5.5,3872,US
Men Vs Women,movie,Comedy,2010,tt1680099,5.7,2524,IT
Atze Schröder - Revolution,movie,,2010,,,,DE
The Joe Louis Story,movie,"Biography, Drama, Film-Noir",1953,tt0045936,5.8,400,US
Rosalie Goes Shopping,movie,Comedy,1989,tt0098224,5.7,1129,DE
Follow the Stars Home,movie,"Drama, Family, Romance",2001,tt0284123,7.1,1172,US
Soul Kittens Cabaret,movie,Musical,2011,tt1758766,6.7,63,US
Mission: Impossible - Ghost Protocol,movie,"Action, Adventure, Thriller",2011,tt1229238,7.4,538154,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Lajja,movie,"Action, Crime, Drama",2001,tt0293342,6.6,2980,"AU, IN, US"
Ferie d'agosto,movie,"Comedy, Drama",1996,tt0116296,6.7,1223,IT
2 Turntables and a Microphone,movie,Documentary,2008,tt1401706,6.4,71,US
Slaughter,movie,"Action, Crime, Drama",1972,tt0069279,5.9,1368,US
The Valley of Light,movie,"Drama, Family, Romance",2006,tt0486506,6.6,1549,US
Atlas Shrugged: Part I,movie,"Drama, Mystery, Sci-Fi",2011,tt0480239,5.6,14473,US
Viaggi di nozze,movie,Comedy,1995,tt0114844,6.6,2855,IT
Cropsey,movie,"Crime, Documentary, Horror",2009,tt1277936,6.3,9591,CA
Compagni di scuola,movie,"Comedy, Drama, Romance",1988,tt0094901,7.2,2880,IT
Meet Monica Velour,movie,"Comedy, Drama, Romance",2010,tt1291549,5.8,2594,US
Dirty Movie,movie,Comedy,2011,tt1107812,3.1,3615,US
Pregnancy Pact,movie,"Biography, Drama",2010,tt1528227,4.8,2350,US
In Your Name,movie,"Action, Drama, Romance",2003,tt0374271,7.2,21331,"IN, US"
Ala Modalaindi,movie,"Comedy, Drama, Romance",2011,tt1830477,7.6,3089,"IN, US"
Mandela,movie,"Biography, Documentary, History",1996,tt0116980,7,409,US
Captifs,movie,"Horror, Thriller",2010,tt1600701,5.3,2409,FR
The Fourth Angel,movie,"Action, Drama, Thriller",2001,tt0254334,5.3,3394,US
Babylon,movie,Drama,1980,tt0080406,7.3,2049,GB
Hoodwinked Too! Hood vs. Evil,movie,"Adventure, Animation, Comedy",2011,tt0844993,4.7,14287,US
Do You Know Claudia?,movie,"Comedy, Mystery, Romance",2004,tt0418259,6.4,4081,IT
Young Adult,movie,"Comedy, Drama",2011,tt1625346,6.3,88935,"AT, CH, DE, FR, GB, IE, IT, US"
The Hobbit: The Desolation of Smaug,movie,"Adventure, Fantasy",2013,tt1170358,7.8,724378,"BR, CL, CO, MX"
Pina,movie,"Documentary, Music",2011,tt1440266,7.6,16236,US
Largo Winch II,movie,"Action, Adventure, Thriller",2011,tt1322333,6.1,8476,"AR, BR, CL, CO, MX"
Le Quattro Volte,movie,Drama,2010,tt1646975,7.2,4342,GB
Holiday Heart,movie,Drama,2000,tt0250425,7.4,1488,US
Patrice O'Neal: Elephant in the Room,movie,Comedy,2011,tt1625345,8.2,1642,"AU, US"
What the Deaf Man Heard,movie,"Comedy, Drama",1997,tt0120498,7,1280,US
Elephant White,movie,"Action, Crime, Thriller",2011,tt1578882,5,11205,BR
Nazi Secret Weapons,movie,"Documentary, History, War",2010,tt3080360,6.4,14,"GB, US"
A Place for Annie,movie,Drama,1994,tt0110841,7.2,680,US
Cupid & Cate,movie,"Drama, Romance",2000,tt0224816,6,862,US
The Princess of Montpensier,movie,"Action, Drama, History",2010,tt1599975,6.5,4362,"DE, GB, US"
The Escape Artist,movie,"Comedy, Crime, Drama",1982,tt0083900,6.1,916,DE
Mirapakai,movie,"Action, Comedy, Drama",2011,tt1814797,6.3,1300,"IN, US"
Die Oma ist tot,movie,Comedy,1997,tt0119826,5.6,167,DE
The Learning Curve,movie,"Crime, Drama, Thriller",1999,tt0219126,5.1,516,US
The Love Letter,movie,"Fantasy, Romance",1998,tt0140340,7.2,2489,US
The Santa Claus Gang,movie,Comedy,2010,tt1680095,5.9,3390,IT
Toonpur Ka Superrhero,movie,"Action, Adventure, Animation",2010,tt1189006,4.3,1105,"IN, US"
Housefull,movie,"Comedy, Drama",2010,tt1573072,5.6,16578,"IN, US"
I'm Crazy About Iris Blond,movie,"Comedy, Romance",1996,tt0117695,6.2,1522,IT
Amanda Knox,movie,"Crime, Drama",2011,tt1783413,5.6,2319,US
